bodyID,Volume,3DHBSh,Aqua-Calc,Article 1987
1990,0.05529553,56.73,55.85,59.34
1991,0.04675315,47.97,47.22,50.93
1992,0.06342954,65.08,64.06,67.36
1993,0.07838799,80.43,79.17,82.09
1994,0.0632377,64.88,63.87,67.17
1995,0.05932287,60.87,59.92,63.31
1996,0.05020561,51.51,50.71,54.33
1997,0.06184164,63.45,62.46,65.79
1998,0.06614037,67.86,66.8,70.03
1999,0.05094473,52.27,51.45,55.06
2000,0.05904617,60.58,59.64,63.04
2001,0.05854151,60.06,59.13,62.54
2002,0.04418233,45.33,44.62,48.39
2003,0.07797166,80.0,78.75,81.68
2004,0.07249302,74.38,73.22,76.29
2005,0.06052672,62.1,61.13,64.5
2006,0.06364328,65.3,64.28,67.57
2007,0.06329199,64.94,63.92,67.22
2008,0.06613455,67.85,66.8,70.02
2009,0.04741412,48.65,47.89,51.58
2010,0.05822207,59.74,58.8,62.23
2011,0.05059882,51.91,51.1,54.72
2012,0.06513374,66.83,65.79,69.04
2013,0.06250548,64.13,63.13,66.45
2014,0.06030959,61.88,60.91,64.28
2015,0.04632303,47.53,46.79,50.5
2016,0.06412076,65.79,64.76,68.04
2017,0.06415822,65.83,64.8,68.07
2018,0.05205209,53.41,52.57,56.15
2019,0.06087774,62.46,61.49,64.84
2020,0.06109278,62.68,61.7,65.05
2021,0.06068205,62.26,61.29,64.65
2022,0.04528451,46.46,45.74,49.48
2023,0.05674287,58.22,57.31,60.77
2024,0.05605186,57.51,56.61,60.09
2025,0.05193423,53.28,52.45,56.03
2026,0.06182669,63.43,62.44,65.78
2027,0.0714569,73.31,72.17,75.26
2028,0.07636877,78.35,77.13,80.1
2029,0.05176122,53.11,52.28,55.86
2030,0.07179224,73.66,72.51,75.6
2031,0.04066687,41.72,41.07,44.93
2032,0.06119245,62.78,61.8,65.15
2033,0.06750989,69.27,68.18,71.38
2034,0.05935545,60.9,59.95,63.34
2035,0.05040951,51.72,50.91,54.53
2036,0.06374839,65.41,64.39,67.67
2037,0.05837657,59.89,58.96,62.38
2038,0.06894857,70.74,69.64,72.79
2039,0.0623036,63.92,62.93,66.25
2040,0.07207638,73.95,72.8,75.88
2041,0.07115745,73.01,71.87,74.97
2042,0.05879704,60.33,59.39,62.79
2043,0.06223327,63.85,62.86,66.18
2044,0.06752674,69.28,68.2,71.39
2045,0.06957499,71.38,70.27,73.41
2046,0.06668478,68.42,67.35,70.56
2047,0.05744867,58.94,58.02,61.46
2048,0.06682914,68.57,67.5,70.71
2049,0.05653859,58.01,57.1,60.57
2050,0.04646974,47.68,46.93,50.65
2051,0.05636664,57.83,56.93,60.4
2052,0.04954652,50.83,50.04,53.68
2053,0.06897621,70.77,69.67,72.82
2054,0.04534729,46.53,45.8,49.54
2055,0.05774356,59.24,58.32,61.75
2056,0.05003727,51.34,50.54,54.16
2057,0.06284426,64.48,63.47,66.78
2058,0.05636134,57.83,56.92,60.39
2059,0.04940511,50.69,49.9,53.54
2060,0.05672747,58.2,57.29,60.75
2061,0.05151514,52.85,52.03,55.62
2062,0.05387843,55.28,54.42,57.95
2063,0.05785733,59.36,58.44,61.87
2064,0.05848938,60.01,59.07,62.49
2065,0.06026157,61.83,60.86,64.24
2066,0.07529277,77.25,76.05,79.04
2067,0.05542242,56.86,55.98,59.47
2068,0.06594866,67.66,66.61,69.84
2069,0.06174278,63.35,62.36,65.69
2070,0.06197434,63.59,62.59,65.92
2071,0.06270502,64.34,63.33,66.64
2072,0.04977131,51.07,50.27,53.9
2073,0.06320441,64.85,63.84,67.13
2074,0.05115118,52.48,51.66,55.26
2075,0.05595675,57.41,56.52,59.99
2076,0.0599628,61.52,60.56,63.94
2077,0.06565986,67.37,66.32,69.55
2078,0.06023564,61.8,60.84,64.21
2079,0.06365872,65.31,64.3,67.58
2080,0.0452831,46.46,45.74,49.48
2081,0.06260763,64.24,63.23,66.55
2082,0.04771742,48.96,48.19,51.88
2083,0.06060089,62.18,61.21,64.57
2084,0.05418283,55.59,54.72,58.25
2085,0.05848158,60.0,59.07,62.48
2086,0.06158195,63.18,62.2,65.54
2087,0.04615944,47.36,46.62,50.34
2088,0.060663,62.24,61.27,64.63
2089,0.0707246,72.56,71.43,74.54
2090,0.06258427,64.21,63.21,66.52
2091,0.06130897,62.9,61.92,65.27
2092,0.06565067,67.36,66.31,69.54
2093,0.05867286,60.2,59.26,62.67
2094,0.07028722,72.11,70.99,74.11
2095,0.05375556,55.15,54.29,57.83
2096,0.04776952,49.01,48.25,51.93
2097,0.0631309,64.77,63.76,67.06
2098,0.05766819,59.17,58.24,61.68
2099,0.05689107,58.37,57.46,60.91
2100,0.06650648,68.24,67.17,70.39
2101,0.04876242,50.03,49.25,52.91
2102,0.07588109,77.85,76.64,79.62
2103,0.06235713,63.98,62.98,66.3
2104,0.04997767,51.28,50.48,54.1
2105,0.04896951,50.24,49.46,53.11
2106,0.06066342,62.24,61.27,64.63
2107,0.06534241,67.04,66.0,69.24
2108,0.04896308,50.24,49.45,53.1
2109,0.0594216,60.97,60.02,63.41
2110,0.05701386,58.5,57.58,61.04
2111,0.06812521,69.9,68.81,71.98
2112,0.05853156,60.05,59.12,62.53
2113,0.05643314,57.9,57.0,60.46
2114,0.05546113,56.9,56.02,59.51
2115,0.04663289,47.85,47.1,50.81
2116,0.06172097,63.33,62.34,65.67
2117,0.05827806,59.79,58.86,62.28
2118,0.05265803,54.03,53.18,56.74
2119,0.06864574,70.43,69.33,72.5
2120,0.06191402,63.52,62.53,65.86
2121,0.06495008,66.64,65.6,68.85
2122,0.0686768,70.46,69.36,72.53
2123,0.05647628,57.94,57.04,60.51
2124,0.06111233,62.7,61.72,65.07
2125,0.06835053,70.13,69.03,72.2
2126,0.06042646,62.0,61.03,64.4
2127,0.06666425,68.4,67.33,70.54
2128,0.06783315,69.6,68.51,71.69
2129,0.09183464,94.22,92.75,95.34
2130,0.05023403,51.54,50.74,54.36
2131,0.05929908,60.84,59.89,63.29
2132,0.06469894,66.38,65.35,68.61
2133,0.04780809,49.05,48.29,51.97
2134,0.06362414,65.28,64.26,67.55
2135,0.05478378,56.21,55.33,58.84
2136,0.07290543,74.8,73.63,76.69
2137,0.06260651,64.23,63.23,66.55
2138,0.06775604,69.52,68.43,71.62
2139,0.07642895,78.42,77.19,80.16
2140,0.05488161,56.31,55.43,58.93
2141,0.06716933,68.92,67.84,71.04
2142,0.05623833,57.7,56.8,60.27
2143,0.05566532,57.11,56.22,59.71
2144,0.05291847,54.29,53.45,57.0
2145,0.05425045,55.66,54.79,58.31
2146,0.05737134,58.86,57.95,61.39
2147,0.0628107,64.44,63.44,66.75
2148,0.06048589,62.06,61.09,64.46
2149,0.06500991,66.7,65.66,68.91
2150,0.05426996,55.68,54.81,58.33
2151,0.06247665,64.1,63.1,66.42
2152,0.06590469,67.62,66.56,69.79
2153,0.07694543,78.95,77.71,80.67
2154,0.06970027,71.51,70.4,73.53
2155,0.07068357,72.52,71.39,74.5
2156,0.04501763,46.19,45.47,49.22
2157,0.05437156,55.79,54.92,58.43
2158,0.05750175,59.0,58.08,61.52
2159,0.04946356,50.75,49.96,53.6
2160,0.05314226,54.52,53.67,57.22
2161,0.05765996,59.16,58.24,61.67
2162,0.07565994,77.63,76.42,79.41
2163,0.0585289,60.05,59.11,62.53
2164,0.05698065,58.46,57.55,61.0
2165,0.05327154,54.66,53.8,57.35
2166,0.05877567,60.3,59.36,62.77
2167,0.07289092,74.79,73.62,76.68
2168,0.06124297,62.84,61.86,65.2
2169,0.05034663,51.66,50.85,54.47
2170,0.0623826,64.0,63.01,66.32
2171,0.05810811,59.62,58.69,62.11
2172,0.0638697,65.53,64.51,67.79
2173,0.06233152,63.95,62.95,66.27
2174,0.06054924,62.12,61.15,64.52
2175,0.0644497,66.13,65.09,68.36
2176,0.0541545,55.56,54.7,58.22
2177,0.04746591,48.7,47.94,51.63
2178,0.05675053,58.23,57.32,60.78
2179,0.08381649,86.0,84.65,87.44
2180,0.07189985,73.77,72.62,75.7
2181,0.05607771,57.54,56.64,60.11
2182,0.07309953,75.0,73.83,76.88
2183,0.05722477,58.71,57.8,61.24
2184,0.06429292,65.96,64.94,68.21
2185,0.09359665,96.03,94.53,97.08
2186,0.06161635,63.22,62.23,65.57
2187,0.066188,67.91,66.85,70.07
2188,0.0615929,63.19,62.21,65.55
2189,0.0526244,53.99,53.15,56.71
2190,0.0517602,53.11,52.28,55.86
2191,0.06411596,65.78,64.76,68.03
2192,0.05295641,54.33,53.49,57.04
2193,0.06312974,64.77,63.76,67.06
2194,0.07498684,76.94,75.74,78.74
2195,0.048765,50.03,49.25,52.91
2196,0.06572795,67.44,66.39,69.62
2197,0.0486724,49.94,49.16,52.82
2198,0.05170973,53.05,52.23,55.81
2199,0.05370762,55.1,54.24,57.78
2200,0.05416449,55.57,54.71,58.23
2201,0.06674736,68.48,67.41,70.62
2202,0.05664372,58.12,57.21,60.67
2203,0.05129122,52.62,51.8,55.4
2204,0.06200582,63.62,62.63,65.95
2205,0.05972638,61.28,60.32,63.71
2206,0.05600435,57.46,56.56,60.04
2207,0.06086281,62.45,61.47,64.83
2208,0.08169115,83.82,82.51,85.35
